,filename,animal_type,animal
0,e030b20928e90021d85a5854ee454296eb70e3c818b413449df6c87ca3ed_640.jpg,4,scoiattolo
1,e030b20929e90021d85a5854ee454296eb70e3c818b413449df6c87ca3ed_640.jpg,1,farfalla
2,e030b2092be90021d85a5854ee454296eb70e3c818b413449df6c87ca3ed_640.jpg,1,farfalla
3,e030b2092ce90021d85a5854ee454296eb70e3c818b413449df6c87ca3ed_640.jpg,1,farfalla
4,e030b2092de90021d85a5854ee454296eb70e3c818b413449df6c87ca3ed_640.jpg,1,farfalla
5,e030b20a20e90021d85a5854ee454296eb70e3c818b413449df6c87ca3ed_640.jpg,1,farfalla
6,e032b10b2df21c22d2524518b7444f92e37fe5d404b0144390f8c07aa5ecb6_640.jpg,0,elefante
7,e032b5082ef61c22d2524518b7444f92e37fe5d404b0144390f8c078a0eabd_640.jpg,3,pecora
8,e034b80f2ff61c22d2524518b7444f92e37fe5d404b0144390f8c078a0eabd_640.jpg,4,scoiattolo
9,e037b00b2af41c22d2524518b7444f92e37fe5d404b0144390f8c078a0eabd_640.jpg,3,pecora
10,e130b5072af71c22d2524518b7444f92e37fe5d404b0144390f8c078a0eabd_640.jpg,0,elefante
11,e130b80b2ef11c22d2524518b7444f92e37fe5d404b0144390f8c07aa4e5b0_640.jpg,0,elefante
12,e131b0072ee90021d85a5854ee454296eb70e3c818b413449df1c27ba6ee_640.jpg,0,elefante
13,e132b10a2bf51c22d2524518b7444f92e37fe5d404b0144390f8c07aa4e5b0_640.jpg,0,elefante
14,e132b30e20f01c22d2524518b7444f92e37fe5d404b0144390f8c078a1ebb2_640.jpg,4,scoiattolo
15,e132b60e2af51c22d2524518b7444f92e37fe5d404b0144390f8c770a3e5b7_640.jpg,4,scoiattolo
16,e133b10d2bf21c22d2524518b7444f92e37fe5d404b0144390f8c07aa4e5b0_640.jpg,0,elefante
17,e133b5062cf71c22d2524518b7444f92e37fe5d404b0144390f8c07aa4e5b0_640.jpg,0,elefante
18,e133b50c20f01c22d2524518b7444f92e37fe5d404b0144390f8c078a0eabd_640.jpg,2,mucca
19,e134b50a2efc1c22d2524518b7444f92e37fe5d404b0144390f8c770a1edb6_640.jpg,1,farfalla
20,e135b0062efc1c22d2524518b7444f92e37fe5d404b0144390f8c07aa4e5b0_640.jpg,4,scoiattolo
21,e135b10f21f61c22d2524518b7444f92e37fe5d404b0144390f8c07aa4e5b0_640.jpg,0,elefante
22,e13cb60a2bf31c22d2524518b7444f92e37fe5d404b0144390f8c078a0eabd_640.jpg,4,scoiattolo
23,e13cb60a2bfc1c22d2524518b7444f92e37fe5d404b0144390f8c078a1ebb2_640.jpg,4,scoiattolo
24,e830b1072ef6043ed1584d05fb1d4e9fe777ead218ac104497f5c978a6ebb3bf_640.jpg,4,scoiattolo
25,e830b10b2df5003ed1584d05fb1d4e9fe777ead218ac104497f5c978a6eab2b0_640.jpg,4,scoiattolo
26,e830b3092ff4083ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efb4bb_640.jpg,0,elefante
27,e830b30a20f5003ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.png,1,farfalla
28,e830b30a20f6033ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.png,1,farfalla
29,e830b30a20f6053ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.png,1,farfalla
30,e830b4062ff3043ed1584d05fb1d4e9fe777ead218ac104497f5c978a6eab2b0_640.jpg,0,elefante
31,e830b4062ff3053ed1584d05fb1d4e9fe777ead218ac104497f5c978a6eab2b0_640.jpg,4,scoiattolo
32,e830b5082ff6013ed1584d05fb1d4e9fe777ead218ac104497f5c978a6ebb3bf_640.jpg,0,elefante
33,e830b70621f1003ed1584d05fb1d4e9fe777ead218ac104497f5c978a6eab2b0_640.jpg,2,mucca
34,e830b70b2df4013ed1584d05fb1d4e9fe777ead218ac104497f5c978a6eab2b0_640.jpg,3,pecora
35,e830b8062ff2023ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.jpg,3,pecora
36,e830b90728f4033ed1584d05fb1d4e9fe777ead218ac104497f5c978a6ebb3bf_640.jpg,4,scoiattolo
37,e830b9082df7013ed1584d05fb1d4e9fe777ead218ac104497f5c978a6ebb3bf_640.jpg,4,scoiattolo
38,e830b90c2ef1003ed1584d05fb1d4e9fe777ead218ac104497f5c978a6eab2b0_640.jpg,3,pecora
39,e831b00c2ef3093ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,1,farfalla
40,e831b10b2ee90021d85a5854ee454296eb70e3c818b413449df6c87dafef_640.jpg,1,farfalla
41,e831b3082af31c22d2524518b7444f92e37fe5d404b0144390f8c078a0eabd_640.jpg,2,mucca
42,e831b30a28f21c22d2524518b7444f92e37fe5d404b0144390f8c770a3e5b7_640.jpg,1,farfalla
43,e831b30c2ef6063ed1584d05fb1d4e9fe777ead218ac104497f5c978a6ebb3bf_640.jpg,4,scoiattolo
44,e831b30c2ef7063ed1584d05fb1d4e9fe777ead218ac104497f5c978a6ebb3bf_640.jpg,3,pecora
45,e831b30e29f2063ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efb4bb_640.jpg,0,elefante
46,e831b30e2af2043ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.jpg,0,elefante
47,e831b30e2af2073ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.jpg,4,scoiattolo
48,e831b4082cf0063ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.jpg,0,elefante
49,e831b4082cf1003ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.jpg,0,elefante
50,e831b4082cf1013ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.jpg,0,elefante
51,e831b50f2df71c22d2524518b7444f92e37fe5d404b0144390f8c770a2e9b5_640.jpg,1,farfalla
52,e832b00a2df11c22d2524518b7444f92e37fe5d404b0144390f8c770a2e9b5_640.jpg,1,farfalla
53,e832b10a2fe90021d85a5854ee454296eb70e3c818b413449df6c87ca3ed_640.jpg,1,farfalla
54,e832b10c2ef41c22d2524518b7444f92e37fe5d404b0144390f8c078a1ebb2_640.jpg,4,scoiattolo
55,e832b10e2efc043ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,1,farfalla
56,e832b30e2df5053ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,4,scoiattolo
57,e832b40821fc1c22d2524518b7444f92e37fe5d404b0144390f8c07aa5ecb6_640.jpg,0,elefante
58,e832b4082df5003ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,1,farfalla
59,e832b5072ae90021d85a5854ee454296eb70e3c818b413449df1c07ca2e4_640.jpg,1,farfalla
60,e832b6092bf4023ed1584d05fb1d4e9fe777ead218ac104497f5c978a6eab2b0_640.jpg,4,scoiattolo
61,e832b60c2ffc1c22d2524518b7444f92e37fe5d404b0144390f8c770a1edb6_640.jpg,1,farfalla
62,e832b7062ff6093ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.png,1,farfalla
63,e832b7072ef41c22d2524518b7444f92e37fe5d404b0144390f8c770a1edb6_640.jpg,1,farfalla
64,e832b7092ff6033ed1584d05fb1d4e9fe777ead218ac104497f5c978a6eab2b0_640.jpg,4,scoiattolo
65,e832b70c2af0043ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,4,scoiattolo
66,e832b70c2bf3073ed1584d05fb1d4e9fe777ead218ac104497f5c978a6ebb3bf_640.jpg,3,pecora
67,e832b70e2bf71c22d2524518b7444f92e37fe5d404b0144390f8c770a2e9b5_640.jpg,0,elefante
68,e832b70e2df21c22d2524518b7444f92e37fe5d404b0144390f8c770a2e9b5_640.jpg,4,scoiattolo
69,e832b80721f1013ed1584d05fb1d4e9fe777ead218ac104497f5c978a6eab2b0_640.jpg,3,pecora
70,e832b90d2cf7073ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.jpg,4,scoiattolo
71,e833b00e2ffd053ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,1,farfalla
72,e833b10728f7033ed1584d05fb1d4e9fe777ead218ac104497f5c978a6eab2b0_640.jpg,0,elefante
73,e833b10a2dfd073ed1584d05fb1d4e9fe777ead218ac104497f5c978a6eab2b0_640.jpg,3,pecora
74,e833b10a2dfd093ed1584d05fb1d4e9fe777ead218ac104497f5c978a6eab2b0_640.jpg,0,elefante
75,e833b20a2ff0063ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,1,farfalla
76,e833b20f2dfd1c22d2524518b7444f92e37fe5d404b0144390f8c07aa5ecb6_640.jpg,0,elefante
77,e833b4062ef1023ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.jpg,0,elefante
78,e833b40a28fd093ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,1,farfalla
79,e833b40a2ff6053ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,1,farfalla
80,e833b40e28f01c22d2524518b7444f92e37fe5d404b0144390f8c770a1edb6_640.jpg,4,scoiattolo
81,e833b50b29fc083ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,1,farfalla
82,e833b50c2df5013ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,1,farfalla
83,e833b60828f5023ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.jpg,0,elefante
84,e833b8062af01c22d2524518b7444f92e37fe5d404b0144390f8c770a3e5b7_640.jpg,1,farfalla
85,e833b80721f2043ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,1,farfalla
86,e833b80b2ff5053ed1584d05fb1d4e9fe777ead218ac104497f5c978a6eab2b0_640.jpg,4,scoiattolo
87,e833b80c2afc003ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.jpg,0,elefante
88,e833b80c2afc013ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.jpg,0,elefante
89,e833b80c2afc033ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.jpg,4,scoiattolo
90,e833b90a2ff6093ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,1,farfalla
91,e833b90b2df7073ed1584d05fb1d4e9fe777ead218ac104497f5c978a6ebb3bf_640.jpg,0,elefante
92,e833b90f2cf4033ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.jpg,0,elefante
93,e833b90f2cf5033ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.jpg,0,elefante
94,e834b00921f11c22d2524518b7444f92e37fe5d404b0144390f8c07aa5ecb6_640.jpg,0,elefante
95,e834b20820f1033ed1584d05fb1d4e9fe777ead218ac104497f5c978a6eab2b0_640.jpg,2,mucca
96,e834b20e2ef7073ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,4,scoiattolo
97,e834b20f28fd003ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.jpg,0,elefante
98,e834b3072af6033ed1584d05fb1d4e9fe777ead218ac104497f5c978a6eab2b0_640.jpg,3,pecora
99,e834b3082ef2073ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,1,farfalla
100,e834b4082cf2063ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.jpg,0,elefante
101,e834b50721fd083ed1584d05fb1d4e9fe777ead218ac104497f5c978a6eab2b0_640.jpg,3,pecora
102,e834b50a2cf71c22d2524518b7444f92e37fe5d404b0144390f8c07aa5ecb6_640.jpg,0,elefante
103,e834b60f29f4023ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.jpg,0,elefante
104,e834b60f29f4063ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.jpg,0,elefante
105,e834b60f29f4073ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.jpg,0,elefante
106,e834b60f29f4093ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efb4bb_640.jpg,0,elefante
107,e834b60f29f5003ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efb4bb_640.jpg,0,elefante
108,e834b60f29f5013ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.jpg,0,elefante
109,e834b60f29f5033ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.jpg,0,elefante
110,e834b7062af1093ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.jpg,0,elefante
111,e835b00d2afd093ed1584d05fb1d4e9fe777ead218ac104497f5c978a6eab2b0_640.jpg,3,pecora
112,e835b10a2cf3043ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.jpg,0,elefante
113,e835b10c28f3093ed1584d05fb1d4e9fe777ead218ac104497f5c978a6ebb3bf_640.jpg,4,scoiattolo
114,e835b2082bf7093ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.jpg,0,elefante
115,e835b20b29f0083ed1584d05fb1d4e9fe777ead218ac104497f5c978a6eab2b0_640.jpg,3,pecora
116,e835b20b29f0093ed1584d05fb1d4e9fe777ead218ac104497f5c978a6ebb3bf_640.jpg,4,scoiattolo
117,e835b20b2bfc033ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.jpg,0,elefante
118,e835b20c2cf6013ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.jpg,0,elefante
119,e835b30d2ef0063ed1584d05fb1d4e9fe777ead218ac104497f5c978a6eab2b0_640.jpg,0,elefante
120,e835b4082cf2043ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.jpg,1,farfalla
121,e835b4082ff2093ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,1,farfalla
122,e835b40e28f0053ed1584d05fb1d4e9fe777ead218ac104497f5c978a6eab2b0_640.jpg,2,mucca
123,e835b50620f0013ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.png,0,elefante
124,e835b50620f0073ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.png,0,elefante
125,e835b50620f7083ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.png,1,farfalla
126,e835b50620f7093ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.png,0,elefante
127,e835b6092cf4043ed1584d05fb1d4e9fe777ead218ac104497f5c978a6eab2b0_640.jpg,0,elefante
128,e835b80d2df4093ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efb4bb_640.jpg,0,elefante
129,e835b90929f21c22d2524518b7444f92e37fe5d404b0144390f8c770a3e5b7_640.jpg,1,farfalla
130,e835b90e21f1013ed1584d05fb1d4e9fe777ead218ac104497f5c978a6ebb3bf_640.jpg,4,scoiattolo
131,e835b90e2bfc013ed1584d05fb1d4e9fe777ead218ac104497f5c978a6ebb3bf_640.jpg,4,scoiattolo
132,e835b90e2ff0083ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.jpg,4,scoiattolo
133,e836b1092ef6003ed1584d05fb1d4e9fe777ead218ac104497f5c978a6eab2b0_640.jpg,3,pecora
134,e836b1092ef6093ed1584d05fb1d4e9fe777ead218ac104497f5c978a6eab2b0_640.jpg,4,scoiattolo
135,e836b10a2cf7033ed1584d05fb1d4e9fe777ead218ac104497f5c978a6ebb3bf_640.jpg,1,farfalla
136,e836b10a2ef5023ed1584d05fb1d4e9fe777ead218ac104497f5c978a6eab2b0_640.jpg,4,scoiattolo
137,e836b20a2cfc073ed1584d05fb1d4e9fe777ead218ac104497f5c978a6eab2b0_640.jpg,0,elefante
138,e836b30b2bfd063ed1584d05fb1d4e9fe777ead218ac104497f5c978a6eab2b0_640.jpg,3,pecora
139,e836b30c21f4033ed1584d05fb1d4e9fe777ead218ac104497f5c978a6eab2b0_640.jpg,4,scoiattolo
140,e836b30d2df1003ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.jpg,0,elefante
141,e836b30f21f0013ed1584d05fb1d4e9fe777ead218ac104497f5c978a6eab2b0_640.jpg,3,pecora
142,e836b40c2af1003ed1584d05fb1d4e9fe777ead218ac104497f5c978a6eab2b0_640.jpg,0,elefante
143,e836b40c2af2073ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,3,pecora
144,e836b8062cf7083ed1584d05fb1d4e9fe777ead218ac104497f5c978a6eab2b0_640.jpg,3,pecora
145,e836b80729fd083ed1584d05fb1d4e9fe777ead218ac104497f5c978a6ebb3bf_640.jpg,3,pecora
146,e836b80e20f4083ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,1,farfalla
147,e837b00720fc053ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,1,farfalla
148,e837b10620fd073ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.jpg,0,elefante
149,e837b10728f1093ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.jpg,4,scoiattolo
150,e837b10a2af2013ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efb4bb_640.jpg,0,elefante
151,e837b10f2df7083ed1584d05fb1d4e9fe777ead218ac104497f5c978a6eab2b0_640.jpg,4,scoiattolo
152,e837b3072ef7083ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,1,farfalla
153,e837b30920f3023ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,4,scoiattolo
154,e837b5092af3093ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.jpg,0,elefante
155,e837b5092af4053ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,3,pecora
156,e837b50f28f5003ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.jpg,4,scoiattolo
157,e837b70b28f0003ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.jpg,1,farfalla
158,e837b90621f6083ed1584d05fb1d4e9fe777ead218ac104497f5c978a6eab2b0_640.jpg,4,scoiattolo
159,e837b90a29fd083ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.jpg,0,elefante
160,e837b90b2afc043ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.jpg,0,elefante
161,e837b90e2cf6093ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,1,farfalla
162,e83cb00a2ef1053ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.jpg,0,elefante
163,e83cb00a2ef1083ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.jpg,0,elefante
164,e83cb10620f2073ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.jpg,0,elefante
165,e83cb10c28f5063ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.jpg,0,elefante
166,e83cb10f2bf7033ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efb4bb_640.jpg,2,mucca
167,e83cb20721f3093ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,4,scoiattolo
168,e83cb2072af51c22d2524518b7444f92e37fe5d404b0144390f8c078a2e8bc_640.jpg,3,pecora
169,e83cb20c2bf6083ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.jpg,4,scoiattolo
170,e83cb3082df5043ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.jpg,0,elefante
171,e83cb60828f5043ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.jpg,0,elefante
172,e83cb60c2df1033ed1584d05fb1d4e9fe777ead218ac104497f5c978a6eab2b0_640.jpg,4,scoiattolo
173,e83cb7082cf11c22d2524518b7444f92e37fe5d404b0144390f8c770a2e9b5_640.jpg,4,scoiattolo
174,e83cb70929f71c22d2524518b7444f92e37fe5d404b0144390f8c07aa5ecb6_640.jpg,0,elefante
175,e83cb80e29f11c22d2524518b7444f92e37fe5d404b0144390f8c770a3e5b7_640.jpg,1,farfalla
176,e83cb90a28fc093ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,4,scoiattolo
177,e83cb90c28e90021d85a5854ee454296eb70e3c818b413449df6c87dafef_640.jpg,0,elefante
178,e83db00b28e90021d85a5854ee454296eb70e3c818b413449df6c87ca3ed_640.jpg,1,farfalla
179,e83db1072cf6013ed1584d05fb1d4e9fe777ead218ac104497f5c978a6eab2b0_640.jpg,3,pecora
180,e83db20a2de90021d85a5854ee454296eb70e3c818b413449df6c87fa7ee_640.jpg,1,farfalla
181,e83db20a2ff1093ed1584d05fb1d4e9fe777ead218ac104497f5c978a6eab2b0_640.jpg,1,farfalla
182,e83db3062cf4053ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,1,farfalla
183,e83db30d29f7063ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,4,scoiattolo
184,e83db30d2cfc003ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efb4bb_640.jpg,0,elefante
185,e83db30d2cfd033ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efb4bb_640.jpg,0,elefante
186,e83db30d2cfd053ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.jpg,0,elefante
187,e83db30d2df5073ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.jpg,0,elefante
188,e83db30d2df6043ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efb4bb_640.jpg,4,scoiattolo
189,e83db30d2df6053ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.jpg,2,mucca
